grp in,advid,count(),SQ,JDQ,full-conversion,billing-conversion
dplugin_theseus_iq_utility0,25699568,1,1,1,1,0
dplugin_theseus_iq_utility2,25699573,5,1,0,0,0
dplugin_theseus_iq_utility3,25699575,37,0,0,1,0
dplugin_theseus_iq_utility1,25699587,1,0,1,1,0
dplugin_theseus_iq_utility2,25699590,2,1,0,1,1
dplugin_theseus_iq_utility0,25699592,3,1,1,1,1
dplugin_theseus_iq_utility3,25699598,1,0,0,1,0
dplugin_theseus_iq_utility3,25699600,4,0,0,1,0
dplugin_theseus_iq_utility1,25699602,1,0,1,1,0
dplugin_theseus_iq_utility1,25699605,4,0,1,1,0
dplugin_theseus_iq_utility0,25699608,2,1,1,1,0
dplugin_theseus_iq_utility1,25699611,1,0,1,1,0
dplugin_theseus_iq_utility3,25699612,3,0,0,1,0
dplugin_theseus_iq_utility2,25699617,1,1,0,1,0
dplugin_theseus_iq_utility0,25699632,6,1,1,1,1
dplugin_theseus_iq_utility0,25699639,1,1,1,1,0
dplugin_theseus_iq_utility0,25699641,3,1,1,1,0
dplugin_theseus_iq_utility3,25699651,3,0,0,1,1
dplugin_theseus_iq_utility3,25699655,1,0,0,1,0
dplugin_theseus_iq_utility1,25699675,1,0,1,1,0
dplugin_theseus_iq_utility0,25699677,2,1,1,1,1
dplugin_theseus_iq_utility3,25699678,1,0,0,1,0
dplugin_theseus_iq_utility0,25699685,1,1,1,1,0
dplugin_theseus_iq_utility2,25699687,2,1,0,1,0
dplugin_theseus_iq_utility0,25699692,1,1,1,1,0
dplugin_theseus_iq_utility2,25699695,1,1,0,1,0
dplugin_theseus_iq_utility0,25699697,1,1,1,1,0
dplugin_theseus_iq_utility1,25699706,1,0,1,0,0
dplugin_theseus_iq_utility0,25699708,6,1,1,1,0
dplugin_theseus_iq_utility1,25699725,20,0,1,1,0
dplugin_theseus_iq_utility2,25699726,11,1,0,1,0
dplugin_theseus_iq_utility2,25699732,4,1,0,1,0
dplugin_theseus_iq_utility0,25699738,12,1,1,1,0
dplugin_theseus_iq_utility0,25699742,1,1,1,1,1
dplugin_theseus_iq_utility2,25699749,32,1,0,1,0
dplugin_theseus_iq_utility0,25699754,2,1,1,1,1
dplugin_theseus_iq_utility1,25699758,3,0,1,1,1
dplugin_theseus_iq_utility0,25699761,6,1,1,0,0
dplugin_theseus_iq_utility2,25699766,1,1,0,1,0
dplugin_theseus_iq_utility0,25699771,3,1,1,1,0
dplugin_theseus_iq_utility1,25699775,5,0,1,1,0
dplugin_theseus_iq_utility2,25699784,27,1,0,1,0
dplugin_theseus_iq_utility3,25699791,1,0,0,1,0
dplugin_theseus_iq_utility3,25699792,5,0,0,1,0
dplugin_theseus_iq_utility1,25699795,8,0,1,1,0
dplugin_theseus_iq_utility0,25699800,1,1,1,1,0
dplugin_theseus_iq_utility1,25699801,1,0,1,1,0
dplugin_theseus_iq_utility2,25699809,2,1,0,1,0
dplugin_theseus_iq_utility3,25699810,2,0,0,1,0
dplugin_theseus_iq_utility2,25699819,49,1,0,1,0
dplugin_theseus_iq_utility2,25699820,4,1,0,1,0
dplugin_theseus_iq_utility2,25699834,1,1,0,1,0
dplugin_theseus_iq_utility0,25699835,11,1,1,1,0
dplugin_theseus_iq_utility0,25699841,24,1,1,1,0
dplugin_theseus_iq_utility3,25699842,29,0,0,1,1
dplugin_theseus_iq_utility3,25699856,1,0,0,1,0
dplugin_theseus_iq_utility3,25699859,39,0,0,1,0
dplugin_theseus_iq_utility3,25699860,1,0,0,1,0
dplugin_theseus_iq_utility3,25699881,1,0,0,1,1
dplugin_theseus_iq_utility1,25699884,1,0,1,1,0
dplugin_theseus_iq_utility1,25699885,3,0,1,0,0
dplugin_theseus_iq_utility3,25699891,2,0,0,1,1
dplugin_theseus_iq_utility3,25699906,1,0,0,1,0
dplugin_theseus_iq_utility2,25699912,5,1,0,1,0
dplugin_theseus_iq_utility1,25699917,1,0,1,0,0
dplugin_theseus_iq_utility0,25699918,1,1,1,1,0
dplugin_theseus_iq_utility2,25699927,11,1,0,1,0
dplugin_theseus_iq_utility2,25699933,4,1,0,1,0
dplugin_theseus_iq_utility3,25699937,1,0,0,1,0
dplugin_theseus_iq_utility0,25699943,2,1,1,1,0
dplugin_theseus_iq_utility3,25699945,2,0,0,1,1
dplugin_theseus_iq_utility1,25699960,2,0,1,1,0
dplugin_theseus_iq_utility0,25699973,1,1,1,1,0
dplugin_theseus_iq_utility0,25699985,1,1,1,1,0
dplugin_theseus_iq_utility2,25699986,1,1,0,1,0
dplugin_theseus_iq_utility3,25699987,3,0,0,1,0
dplugin_theseus_iq_utility1,25699989,1,0,1,1,0
dplugin_theseus_iq_utility0,25699990,1,1,1,1,0
dplugin_theseus_iq_utility3,25700001,6,0,0,1,0
dplugin_theseus_iq_utility2,25700009,3,1,0,1,0
dplugin_theseus_iq_utility3,25700010,14,0,0,1,1
dplugin_theseus_iq_utility2,25700013,1,1,0,1,0
dplugin_theseus_iq_utility2,25700028,18,1,0,1,0
dplugin_theseus_iq_utility1,25700035,3,0,1,1,0
dplugin_theseus_iq_utility2,25700040,6,1,0,1,1
dplugin_theseus_iq_utility3,25700041,14,0,0,1,0
dplugin_theseus_iq_utility2,25700046,1,1,0,1,0
dplugin_theseus_iq_utility3,25700056,12,0,0,1,0
dplugin_theseus_iq_utility1,25700059,1,0,1,1,0
dplugin_theseus_iq_utility0,25700060,4,1,1,1,1
dplugin_theseus_iq_utility0,25700066,2,1,1,0,0
dplugin_theseus_iq_utility2,25700078,7,1,0,0,0
dplugin_theseus_iq_utility2,25700080,52,1,0,1,0
dplugin_theseus_iq_utility3,25700081,7,0,0,1,0
dplugin_theseus_iq_utility0,25700082,5,1,1,1,0
dplugin_theseus_iq_utility2,25700083,2,1,0,1,0
dplugin_theseus_iq_utility3,25700088,1,0,0,1,0
dplugin_theseus_iq_utility2,25700089,14,1,0,1,0
dplugin_theseus_iq_utility0,25700090,1,1,1,1,0
dplugin_theseus_iq_utility1,25700091,2,0,1,1,0
dplugin_theseus_iq_utility0,25700092,2,1,1,1,0
dplugin_theseus_iq_utility0,25700097,1,1,1,1,0
dplugin_theseus_iq_utility0,25700105,1,1,1,0,0
dplugin_theseus_iq_utility2,25700108,3,1,0,1,1
dplugin_theseus_iq_utility2,25700114,30,1,0,1,0
dplugin_theseus_iq_utility1,25700119,17,0,1,1,0
dplugin_theseus_iq_utility2,25700124,1,1,0,1,0
dplugin_theseus_iq_utility1,25700128,8,0,1,1,1
dplugin_theseus_iq_utility1,25700131,2,0,1,0,0
dplugin_theseus_iq_utility1,25700134,1,0,1,1,0
dplugin_theseus_iq_utility1,25700138,3,0,1,1,0
dplugin_theseus_iq_utility0,25700139,1,1,1,0,0
dplugin_theseus_iq_utility2,25700143,5,1,0,1,1
dplugin_theseus_iq_utility2,25700145,17,1,0,1,0
dplugin_theseus_iq_utility0,25700159,5,1,1,1,0
dplugin_theseus_iq_utility3,25700163,9,0,0,1,1
dplugin_theseus_iq_utility1,25700172,1,0,1,1,0
dplugin_theseus_iq_utility2,25700173,1,1,0,1,0
dplugin_theseus_iq_utility1,25700178,25,0,1,1,0
dplugin_theseus_iq_utility0,25700183,7,1,1,1,0
dplugin_theseus_iq_utility3,25700184,17,0,0,1,0
dplugin_theseus_iq_utility1,25700191,1,0,1,1,0
dplugin_theseus_iq_utility2,25700194,4,1,0,1,0
dplugin_theseus_iq_utility1,25700199,1,0,1,1,0
dplugin_theseus_iq_utility0,25700204,1,1,1,1,0
dplugin_theseus_iq_utility0,25700209,1,1,1,1,0
dplugin_theseus_iq_utility0,25700210,1,1,1,1,0
dplugin_theseus_iq_utility1,25700216,1,0,1,0,0
dplugin_theseus_iq_utility0,25700217,1,1,1,1,0
dplugin_theseus_iq_utility0,25700224,1,1,1,0,0
dplugin_theseus_iq_utility0,25700226,2,1,1,1,0
dplugin_theseus_iq_utility3,25700231,3,0,0,1,1
dplugin_theseus_iq_utility0,25700232,1,1,1,1,0
dplugin_theseus_iq_utility1,25700237,34,0,1,1,1
dplugin_theseus_iq_utility0,25700241,1,1,1,1,0
dplugin_theseus_iq_utility2,25700253,1,1,0,1,0
dplugin_theseus_iq_utility2,25700255,5,1,0,1,1
dplugin_theseus_iq_utility2,25700256,1,1,0,0,0
dplugin_theseus_iq_utility1,25700268,1,0,1,1,0
dplugin_theseus_iq_utility3,25700270,11,0,0,1,0
dplugin_theseus_iq_utility2,25700274,4,1,0,1,0
dplugin_theseus_iq_utility0,25700275,6,1,1,1,1
dplugin_theseus_iq_utility1,25700276,10,0,1,1,0
dplugin_theseus_iq_utility2,25700277,12,1,0,1,0
dplugin_theseus_iq_utility0,25700286,1,1,1,1,0
dplugin_theseus_iq_utility2,25700288,3,1,0,1,0
dplugin_theseus_iq_utility2,25700292,3,1,0,1,0
dplugin_theseus_iq_utility0,25700296,5,1,1,1,1
dplugin_theseus_iq_utility2,25700304,1,1,0,1,0
dplugin_theseus_iq_utility1,25700308,2,0,1,1,1
dplugin_theseus_iq_utility2,25700319,3,1,0,0,0
dplugin_theseus_iq_utility3,25700321,12,0,0,1,0
dplugin_theseus_iq_utility3,25700331,1,0,0,1,0
dplugin_theseus_iq_utility0,25700333,9,1,1,1,0
dplugin_theseus_iq_utility2,25700338,1,1,0,1,0
dplugin_theseus_iq_utility2,25700340,2,1,0,1,0
dplugin_theseus_iq_utility0,25700351,1,1,1,1,0
dplugin_theseus_iq_utility1,25700361,1,0,1,1,0
dplugin_theseus_iq_utility0,25700366,29,1,1,1,0
dplugin_theseus_iq_utility1,25700375,2,0,1,1,1
dplugin_theseus_iq_utility0,25700379,13,1,1,1,0
dplugin_theseus_iq_utility0,25700381,1,1,1,1,0
dplugin_theseus_iq_utility0,25700383,6,1,1,1,1
dplugin_theseus_iq_utility1,25700384,4,0,1,1,0
dplugin_theseus_iq_utility3,25700393,39,0,0,1,0
dplugin_theseus_iq_utility0,25700399,1,1,1,1,0
dplugin_theseus_iq_utility3,25700425,3,0,0,1,1
dplugin_theseus_iq_utility0,25700437,5,1,1,1,0
dplugin_theseus_iq_utility0,25700439,16,1,1,1,0
dplugin_theseus_iq_utility0,25700440,1,1,1,1,0
dplugin_theseus_iq_utility1,25700442,6,0,1,1,0
dplugin_theseus_iq_utility0,25700448,2,1,1,1,0
dplugin_theseus_iq_utility0,25700449,2,1,1,1,1
dplugin_theseus_iq_utility2,25700453,11,1,0,0,0
dplugin_theseus_iq_utility2,25700457,1,1,0,0,1
dplugin_theseus_iq_utility0,25700458,11,1,1,1,1
dplugin_theseus_iq_utility3,25700459,5,0,0,1,0
dplugin_theseus_iq_utility1,25700464,1,0,1,1,0
dplugin_theseus_iq_utility3,25700470,11,0,0,1,0
dplugin_theseus_iq_utility0,25700471,1,1,1,1,0
dplugin_theseus_iq_utility3,25700495,1,0,0,1,0
dplugin_theseus_iq_utility2,25700499,1,1,0,0,0
dplugin_theseus_iq_utility1,25700504,26,0,1,1,0
dplugin_theseus_iq_utility1,25700505,2,0,1,1,0
dplugin_theseus_iq_utility2,25700507,1,1,0,1,0
dplugin_theseus_iq_utility3,25700516,7,0,0,1,0
dplugin_theseus_iq_utility1,25700529,4,0,1,1,0
dplugin_theseus_iq_utility2,25700542,14,1,0,0,0
dplugin_theseus_iq_utility3,25700543,8,0,0,1,1
dplugin_theseus_iq_utility2,25700552,1,1,0,1,0
dplugin_theseus_iq_utility3,25700554,7,0,0,1,0
dplugin_theseus_iq_utility1,25700557,2,0,1,1,0
dplugin_theseus_iq_utility3,25700580,1,0,0,1,0
dplugin_theseus_iq_utility0,25700582,1,1,1,1,0
dplugin_theseus_iq_utility3,25700584,3,0,0,1,0
dplugin_theseus_iq_utility1,25700589,6,0,1,1,0
dplugin_theseus_iq_utility3,25700592,50,0,0,1,0
dplugin_theseus_iq_utility3,25700593,12,0,0,1,1
dplugin_theseus_iq_utility2,25700598,4,1,0,1,0
dplugin_theseus_iq_utility1,25700601,2,0,1,1,0
dplugin_theseus_iq_utility1,25700615,1,0,1,1,1
dplugin_theseus_iq_utility3,25700616,1,0,0,1,0
dplugin_theseus_iq_utility1,25700631,1,0,1,1,0
dplugin_theseus_iq_utility0,25700649,1,1,1,0,0
dplugin_theseus_iq_utility1,25700654,3,0,1,1,0
dplugin_theseus_iq_utility3,25700655,1,0,0,1,0
dplugin_theseus_iq_utility0,25700656,1,1,1,1,0
dplugin_theseus_iq_utility1,25700658,4,0,1,1,0
dplugin_theseus_iq_utility1,25700670,41,0,1,1,1
dplugin_theseus_iq_utility3,25700677,6,0,0,1,0
dplugin_theseus_iq_utility0,25700679,3,1,1,1,0
dplugin_theseus_iq_utility1,25700680,2,0,1,1,0
dplugin_theseus_iq_utility2,25700681,3,1,0,1,1
dplugin_theseus_iq_utility0,25700686,4,1,1,0,1
dplugin_theseus_iq_utility2,25700692,1,1,0,1,0
dplugin_theseus_iq_utility0,25700696,3,1,1,1,0
dplugin_theseus_iq_utility0,25700703,122,1,1,1,0
dplugin_theseus_iq_utility1,25700705,2,0,1,1,1
dplugin_theseus_iq_utility1,25700706,3,0,1,1,0
dplugin_theseus_iq_utility3,25700712,6,0,0,1,0
dplugin_theseus_iq_utility3,25700713,1,0,0,1,0
dplugin_theseus_iq_utility0,25700714,36,1,1,1,0
dplugin_theseus_iq_utility3,25700722,2,0,0,1,0
dplugin_theseus_iq_utility1,25700726,6,0,1,1,0
dplugin_theseus_iq_utility3,25700734,1,0,0,1,0
dplugin_theseus_iq_utility1,25700740,5,0,1,1,1
dplugin_theseus_iq_utility2,25700747,2,1,0,1,0
dplugin_theseus_iq_utility1,25700750,15,0,1,1,0
dplugin_theseus_iq_utility3,25700763,23,0,0,1,0
dplugin_theseus_iq_utility3,25700764,3,0,0,1,0
dplugin_theseus_iq_utility2,25700770,3,1,0,1,1
dplugin_theseus_iq_utility3,25700772,1,0,0,1,0
dplugin_theseus_iq_utility1,25700773,6,0,1,1,0
dplugin_theseus_iq_utility1,25700780,9,0,1,1,0
dplugin_theseus_iq_utility0,25700809,5,1,1,0,0
dplugin_theseus_iq_utility3,25700820,7,0,0,1,0
dplugin_theseus_iq_utility2,25700826,4,1,0,1,0
dplugin_theseus_iq_utility1,25700830,1,0,1,1,0
dplugin_theseus_iq_utility3,25700832,1,0,0,1,0
dplugin_theseus_iq_utility0,25700839,3,1,1,1,1
dplugin_theseus_iq_utility1,25700842,1,0,1,1,0
dplugin_theseus_iq_utility3,25700843,1,0,0,1,0
dplugin_theseus_iq_utility3,25700845,1,0,0,1,0
dplugin_theseus_iq_utility3,25700852,21,0,0,1,0
dplugin_theseus_iq_utility2,25700856,1,1,0,1,0
dplugin_theseus_iq_utility2,25700862,4,1,0,1,0
dplugin_theseus_iq_utility3,25700871,5,0,0,1,0
dplugin_theseus_iq_utility0,25700875,21,1,1,1,0
dplugin_theseus_iq_utility2,25700877,1,1,0,1,0
dplugin_theseus_iq_utility2,25700878,1,1,0,1,0
dplugin_theseus_iq_utility2,25700879,3,1,0,1,1
dplugin_theseus_iq_utility2,25700881,3,1,0,1,0
dplugin_theseus_iq_utility1,25700903,4,0,1,1,0
dplugin_theseus_iq_utility1,25700927,19,0,1,1,0
dplugin_theseus_iq_utility3,25700934,4,0,0,1,0
dplugin_theseus_iq_utility2,25700937,2,1,0,0,0
dplugin_theseus_iq_utility1,25700946,1,0,1,0,0
dplugin_theseus_iq_utility2,25700947,1,1,0,1,0
dplugin_theseus_iq_utility1,25700951,1,0,1,1,0
dplugin_theseus_iq_utility1,25700958,1,0,1,1,0
dplugin_theseus_iq_utility0,25700975,5,1,1,1,0
dplugin_theseus_iq_utility2,25700976,44,1,0,1,0
dplugin_theseus_iq_utility2,25700977,1,1,0,1,0
dplugin_theseus_iq_utility2,25700982,18,1,0,1,0
dplugin_theseus_iq_utility1,25700983,1,0,1,1,0
dplugin_theseus_iq_utility1,25700996,6,0,1,1,0
dplugin_theseus_iq_utility0,25700999,1,1,1,0,0
dplugin_theseus_iq_utility2,25701000,16,1,0,1,0
dplugin_theseus_iq_utility1,25701002,1,0,1,1,0
dplugin_theseus_iq_utility3,25701006,4,0,0,1,0
dplugin_theseus_iq_utility1,25701009,2,0,1,1,0
dplugin_theseus_iq_utility2,25701016,1,1,0,1,0
dplugin_theseus_iq_utility0,25701017,60,1,1,1,0
dplugin_theseus_iq_utility1,25701025,7,0,1,1,1
dplugin_theseus_iq_utility1,25701033,1,0,1,1,0
dplugin_theseus_iq_utility2,25701034,2,1,0,1,0
dplugin_theseus_iq_utility3,25701035,1,0,0,0,0
dplugin_theseus_iq_utility1,25701037,1,0,1,1,0
dplugin_theseus_iq_utility3,25701039,8,0,0,1,1
dplugin_theseus_iq_utility1,25701040,2,0,1,0,0
dplugin_theseus_iq_utility2,25701043,3,1,0,0,0
dplugin_theseus_iq_utility2,25701047,1,1,0,1,0
dplugin_theseus_iq_utility3,25701052,1,0,0,1,1
dplugin_theseus_iq_utility1,25701069,1,0,1,1,0
dplugin_theseus_iq_utility1,25701074,10,0,1,1,0
dplugin_theseus_iq_utility1,25701077,3,0,1,1,0
dplugin_theseus_iq_utility0,25701079,1,1,1,1,0
dplugin_theseus_iq_utility3,25701080,2,0,0,1,0
dplugin_theseus_iq_utility2,25701082,1,1,0,1,0
dplugin_theseus_iq_utility0,25701085,1,1,1,1,0
dplugin_theseus_iq_utility1,25701088,3,0,1,1,0
dplugin_theseus_iq_utility3,25701089,8,0,0,1,0
dplugin_theseus_iq_utility2,25701090,3,1,0,1,1
dplugin_theseus_iq_utility0,25701092,10,1,1,1,1
dplugin_theseus_iq_utility3,25701111,1,0,0,1,1
dplugin_theseus_iq_utility0,25701120,3,1,1,1,0
dplugin_theseus_iq_utility3,25701128,1,0,0,0,0
dplugin_theseus_iq_utility1,25701141,1,0,1,1,0
dplugin_theseus_iq_utility1,25701146,142,0,1,1,0
dplugin_theseus_iq_utility3,25701148,7,0,0,1,0
dplugin_theseus_iq_utility0,25701155,1,1,1,0,0
dplugin_theseus_iq_utility3,25701167,11,0,0,1,0
dplugin_theseus_iq_utility2,25701169,2,1,0,1,0
dplugin_theseus_iq_utility1,25701172,1,0,1,1,0
dplugin_theseus_iq_utility3,25701174,22,0,0,1,1
dplugin_theseus_iq_utility0,25701175,2,1,1,1,0
dplugin_theseus_iq_utility3,25701180,16,0,0,1,1
dplugin_theseus_iq_utility3,25701184,1,0,0,1,0
dplugin_theseus_iq_utility0,25701187,14,1,1,1,0
dplugin_theseus_iq_utility0,25701189,11,1,1,1,0
dplugin_theseus_iq_utility0,25701190,29,1,1,1,1
dplugin_theseus_iq_utility0,25701196,1,1,1,1,0
dplugin_theseus_iq_utility3,25701199,1,0,0,1,0
dplugin_theseus_iq_utility2,25701200,64,1,0,1,1
dplugin_theseus_iq_utility1,25701204,2,0,1,1,0
dplugin_theseus_iq_utility2,25701206,1,1,0,1,0
dplugin_theseus_iq_utility2,25701211,1,1,0,0,1
dplugin_theseus_iq_utility1,25701216,8,0,1,1,0
dplugin_theseus_iq_utility1,25701224,9,0,1,1,0
dplugin_theseus_iq_utility2,25701226,6,1,0,1,1
dplugin_theseus_iq_utility2,25701227,16,1,0,1,0
dplugin_theseus_iq_utility2,25701229,2,1,0,0,0
dplugin_theseus_iq_utility0,25701230,9,1,1,1,0
dplugin_theseus_iq_utility0,25701231,1,1,1,1,0
dplugin_theseus_iq_utility1,25701239,1,0,1,1,0
dplugin_theseus_iq_utility2,25701242,2,1,0,1,1
dplugin_theseus_iq_utility0,25701250,6,1,1,1,0
dplugin_theseus_iq_utility3,25701252,1,0,0,1,0
dplugin_theseus_iq_utility0,25701260,15,1,1,1,0
dplugin_theseus_iq_utility3,25701262,1,0,0,1,0
dplugin_theseus_iq_utility3,25701277,12,0,0,1,0
dplugin_theseus_iq_utility2,25701279,66,1,0,1,0
dplugin_theseus_iq_utility1,25701285,7,0,1,1,0
dplugin_theseus_iq_utility2,25701286,1,1,0,1,0
dplugin_theseus_iq_utility2,25701287,3,1,0,1,1
dplugin_theseus_iq_utility1,25701297,8,0,1,1,0
dplugin_theseus_iq_utility2,25701303,1,1,0,1,0
dplugin_theseus_iq_utility3,25701307,1,0,0,1,0
dplugin_theseus_iq_utility1,25701318,12,0,1,1,1
dplugin_theseus_iq_utility0,25701321,1,1,1,1,0
dplugin_theseus_iq_utility2,25701322,7,1,0,1,0
dplugin_theseus_iq_utility3,25701323,9,0,0,1,0
dplugin_theseus_iq_utility2,25701330,3,1,0,1,0
dplugin_theseus_iq_utility0,25701331,19,1,1,1,1
dplugin_theseus_iq_utility0,25701334,1,1,1,1,0
dplugin_theseus_iq_utility1,25701337,1,0,1,1,0
dplugin_theseus_iq_utility0,25701340,2,1,1,1,1
dplugin_theseus_iq_utility3,25701347,80,0,0,1,0
dplugin_theseus_iq_utility1,25701349,2,0,1,1,0
dplugin_theseus_iq_utility3,25701358,1,0,0,0,0
dplugin_theseus_iq_utility0,25701367,8,1,1,1,0
dplugin_theseus_iq_utility1,25701376,1,0,1,1,0
dplugin_theseus_iq_utility2,25701380,1,1,0,1,0
dplugin_theseus_iq_utility2,25701384,3,1,0,1,0
dplugin_theseus_iq_utility2,25701389,1,1,0,1,0
dplugin_theseus_iq_utility1,25701392,24,0,1,1,0
dplugin_theseus_iq_utility3,25701395,16,0,0,1,0
dplugin_theseus_iq_utility0,25701403,4,1,1,1,0
dplugin_theseus_iq_utility1,25701404,5,0,1,1,1
dplugin_theseus_iq_utility0,25701405,6,1,1,1,1
dplugin_theseus_iq_utility0,25701416,4,1,1,1,0
dplugin_theseus_iq_utility2,25701419,24,1,0,1,0
dplugin_theseus_iq_utility2,25701423,4,1,0,1,1
dplugin_theseus_iq_utility2,25701424,2,1,0,1,0
dplugin_theseus_iq_utility0,25701428,1,1,1,1,0
dplugin_theseus_iq_utility3,25701432,67,0,0,1,0
dplugin_theseus_iq_utility2,25701440,1,1,0,1,0
dplugin_theseus_iq_utility3,25701447,1,0,0,1,0
dplugin_theseus_iq_utility3,25701451,4,0,0,1,0
dplugin_theseus_iq_utility2,25701460,1,1,0,1,0
dplugin_theseus_iq_utility1,25701471,6,0,1,1,1
dplugin_theseus_iq_utility2,25701475,1,1,0,1,0
dplugin_theseus_iq_utility0,25701476,2,1,1,1,1
dplugin_theseus_iq_utility3,25701478,2,0,0,1,1
dplugin_theseus_iq_utility2,25701479,3,1,0,1,0
dplugin_theseus_iq_utility2,25701484,1,1,0,1,0
dplugin_theseus_iq_utility1,25701495,1,0,1,1,0
dplugin_theseus_iq_utility3,25701500,2,0,0,1,0
dplugin_theseus_iq_utility0,25701502,8,1,1,1,1
dplugin_theseus_iq_utility1,25701503,1,0,1,0,0
dplugin_theseus_iq_utility3,25701505,1,0,0,1,0
dplugin_theseus_iq_utility0,25701515,15,1,1,0,0
dplugin_theseus_iq_utility1,25701523,16,0,1,1,1
dplugin_theseus_iq_utility1,25701526,2,0,1,1,0
dplugin_theseus_iq_utility2,25701528,5,1,0,1,0
dplugin_theseus_iq_utility3,25701533,1,0,0,1,0
dplugin_theseus_iq_utility2,25701544,9,1,0,1,1
dplugin_theseus_iq_utility0,25701547,1,1,1,1,0
dplugin_theseus_iq_utility1,25701560,2,0,1,1,0
dplugin_theseus_iq_utility3,25701581,2,0,0,1,0
dplugin_theseus_iq_utility1,25701590,2,0,1,1,1
dplugin_theseus_iq_utility0,25701592,1,1,1,1,0
dplugin_theseus_iq_utility0,25701597,1,1,1,1,0
dplugin_theseus_iq_utility1,25701605,1,0,1,1,0
dplugin_theseus_iq_utility3,25701608,11,0,0,1,0
dplugin_theseus_iq_utility0,25701609,2,1,1,1,0
dplugin_theseus_iq_utility1,25701613,1,0,1,1,0
dplugin_theseus_iq_utility2,25701615,7,1,0,1,0
dplugin_theseus_iq_utility0,25701617,20,1,1,1,1
dplugin_theseus_iq_utility3,25701619,1,0,0,1,0
dplugin_theseus_iq_utility3,25701620,1,0,0,1,0
dplugin_theseus_iq_utility1,25701627,2,0,1,1,0
dplugin_theseus_iq_utility3,25701628,2,0,0,0,0
dplugin_theseus_iq_utility3,25701636,7,0,0,1,0
dplugin_theseus_iq_utility0,25701640,3,1,1,1,1
dplugin_theseus_iq_utility2,25701641,1,1,0,1,0
dplugin_theseus_iq_utility1,25701644,7,0,1,1,0
dplugin_theseus_iq_utility0,25701656,1,1,1,1,0
dplugin_theseus_iq_utility3,25701657,58,0,0,1,0
dplugin_theseus_iq_utility0,25701658,3,1,1,1,0
dplugin_theseus_iq_utility3,25701665,1,0,0,1,0
dplugin_theseus_iq_utility0,25701667,2,1,1,1,0
dplugin_theseus_iq_utility0,25701670,1,1,1,0,0
dplugin_theseus_iq_utility1,25701671,3,0,1,1,0
dplugin_theseus_iq_utility2,25701674,1,1,0,1,0
dplugin_theseus_iq_utility0,25701685,3,1,1,0,1
dplugin_theseus_iq_utility2,25701687,11,1,0,1,0
dplugin_theseus_iq_utility2,25701691,9,1,0,1,0
dplugin_theseus_iq_utility1,25701698,1,0,1,1,0
dplugin_theseus_iq_utility2,25701714,2,1,0,1,0
dplugin_theseus_iq_utility3,25701720,3,0,0,1,0
dplugin_theseus_iq_utility1,25701729,1,0,1,1,0
dplugin_theseus_iq_utility2,25701735,2,1,0,1,0
dplugin_theseus_iq_utility0,25701744,12,1,1,1,1
dplugin_theseus_iq_utility3,25701748,1,0,0,1,0
dplugin_theseus_iq_utility3,25701749,1,0,0,0,0
dplugin_theseus_iq_utility3,25701754,3,0,0,1,0
dplugin_theseus_iq_utility3,25701757,12,0,0,1,0
dplugin_theseus_iq_utility1,25701761,14,0,1,1,1
dplugin_theseus_iq_utility0,25701766,3,1,1,1,0
dplugin_theseus_iq_utility1,25701767,5,0,1,1,1
dplugin_theseus_iq_utility3,25701773,13,0,0,1,1
dplugin_theseus_iq_utility0,25701775,1,1,1,1,0
dplugin_theseus_iq_utility1,25701785,15,0,1,1,0
dplugin_theseus_iq_utility0,25701793,10,1,1,1,0
dplugin_theseus_iq_utility1,25701799,1,0,1,1,0
dplugin_theseus_iq_utility2,25701803,6,1,0,1,0
dplugin_theseus_iq_utility1,25701805,1,0,1,1,0
dplugin_theseus_iq_utility0,25701807,3,1,1,1,0
dplugin_theseus_iq_utility0,25701821,8,1,1,1,1
dplugin_theseus_iq_utility2,25701831,1,1,0,1,0
dplugin_theseus_iq_utility3,25701832,1,0,0,0,0
dplugin_theseus_iq_utility3,25701836,1,0,0,1,0
dplugin_theseus_iq_utility3,25701844,5,0,0,1,0
dplugin_theseus_iq_utility2,25701846,2,1,0,1,0
dplugin_theseus_iq_utility2,25701860,2,1,0,1,0
dplugin_theseus_iq_utility3,25701861,2,0,0,1,0
dplugin_theseus_iq_utility1,25701863,11,0,1,1,0
dplugin_theseus_iq_utility0,25701865,1,1,1,1,1
dplugin_theseus_iq_utility3,25701868,13,0,0,1,1
dplugin_theseus_iq_utility3,25701871,1,0,0,0,0
dplugin_theseus_iq_utility2,25701872,7,1,0,1,1
dplugin_theseus_iq_utility1,25701873,1,0,1,1,0
dplugin_theseus_iq_utility1,25701875,1,0,1,1,0
dplugin_theseus_iq_utility0,25701887,10,1,1,1,0
dplugin_theseus_iq_utility0,25701891,2,1,1,0,0
dplugin_theseus_iq_utility0,25701893,12,1,1,1,0
dplugin_theseus_iq_utility3,25701894,1,0,0,1,0
dplugin_theseus_iq_utility1,25701901,1,0,1,1,0
dplugin_theseus_iq_utility0,25701911,10,1,1,1,0
dplugin_theseus_iq_utility2,25701913,2,1,0,1,0
dplugin_theseus_iq_utility2,25701928,14,1,0,0,0
dplugin_theseus_iq_utility0,25701929,2,1,1,1,1
dplugin_theseus_iq_utility0,25701956,1,1,1,1,0
dplugin_theseus_iq_utility2,25701959,10,1,0,1,1
